"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1997",13.4820813232254,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1998",16.8290683908569,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1999",15.4871008114982,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2000",18.6256853563853,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2001",16.0616141162858,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2002",14.3449671219019,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2003",14.3065432796739,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2004",14.1941171756031,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2005",14.7693452380952,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2006",15.0418165904892,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2007",14.5007728667757,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2008",15.0734952088566,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2009",17.4600744935966,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2010",18.6220805736766,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2011",18.0503632644424,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2012",17.7827001882822,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2013",17.1828774980378,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2014",16.1496149614962,
"NZL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2015",17.3046948598051,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1980",1.46818923327896,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1981",1.06537530266344,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1982",1.26970600766937,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1983",1.25075346594334,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1984",1.47811256395679,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1985",1.81654212831744,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1986",2.166748046875,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1987",2.27123107307439,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1988",2.41950407105847,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1989",2.36988493484721,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1990",3.13379759964439,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1991",3.89148321102958,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1992",5.13691360645298,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1993",6.99445561445196,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1994",8.3180717197377,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1995",10.4005473972314,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1996",7.78786430960344,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1997",7.38065061258978,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1998",8.15861269948051,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1999",8.25697735650342,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2000",7.4666242848061,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2001",7.05779228630154,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2002",6.49706946003242,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2003",8.14980638915779,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2004",7.89563051845144,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2005",8.08096865643961,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2006",8.2778596473398,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2007",8.10595850915759,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2008",8.09532816341971,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2009",8.46356663470757,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2010",8.40067701256287,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2011",8.17775792764627,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2012",7.95775406832633,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2013",8.12151133053128,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2014",9.04220596510974,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2015",9.25641197049714,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2016",8.66313619274771,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2017",8.72840137020004,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2018",9.18941038323311,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2019",8.65631944565959,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2020",8.24553126801908,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2021",8.36880870329076,
"FIN","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2022",6.97885428681276,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1995",16.7840291794576,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1996",16.8163274944947,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1997",17.2732048180996,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1998",18.036623513026,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1999",17.9794304751155,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2000",19.6218060876263,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2001",17.8597245238669,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2002",16.9017820769107,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2003",15.5815452202011,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2004",14.540137649405,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2005",13.6981569161366,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2006",13.675177850853,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2007",13.0903369888622,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2008",12.7305761381252,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2009",13.8858230561287,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2010",14.6556196523288,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2011",15.2718015465891,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2012",15.5870512815765,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2013",15.8874857616965,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2014",15.2639456752046,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2015",14.2383917014292,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2016",13.434865760708,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2017",13.4164184288917,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2018",14.2263324761698,
"GBR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2019",13.9883815630513,
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1995",4.97545799919939,
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1996",6.19066850909428,
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1997",6.78502119602723,
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1998",6.26051014252997,
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1999",6.06526830221815,
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2000",8.75337222385237,
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2001",7.04698395104918,
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2002",7.1022750029706,
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2003",6.48216306963283,
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2004",6.47228217978046,
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2005",7.04098220714958,
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2006",6.86809403748739,
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2007",6.45609909641242,
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2008",7.11341392188988,
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2009",7.86165684750954,
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2010",11.0814881198614,"B"
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2011",10.8455989988728,"E"
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2012",11.8112330616465,"E"
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2013",12.0877907866252,"E"
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2014",12.6330585156534,"E"
"GRC","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2015",14.5200578237333,"E"
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1970",3.11317877896425,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1971",2.69521987749525,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1972",2.79002763038971,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1973",2.67256369135753,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1974",2.6593589931369,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1975",3.39697258490992,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1976",3.16596921775987,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1977",3.39077360935344,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1978",3.55787420516646,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1979",3.76965855165727,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1980",5.00681738256248,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1981",6.48013161873187,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1982",7.32328394804814,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1983",8.78785273070712,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1984",9.2869476921501,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1985",8.94055938068281,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1986",8.34254070769362,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1987",8.83102270031371,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1988",9.1031163272927,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1989",10.225042161892,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1990",10.7800344784776,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1991",11.4563408698507,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1992",11.102047045381,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1993",13.2668459093391,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1994",12.9044858783072,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1995",11.9051736250254,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1996",12.7975759896509,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1997",13.1430250138111,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1998",12.8532357024877,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1999",13.7425814778416,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2000",12.583263423589,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2001",12.2711440952631,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2002",13.7165313405769,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2003",12.9499492012158,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2004",13.7331890389234,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2005",12.7436530918312,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2006",12.5632274959534,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2007",11.5334848977128,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2008",11.3621555628397,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2009",12.4547557102737,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2010",14.6531321835227,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2011",15.222931907403,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2012",14.196915574941,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2013",13.8607511011523,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2014",13.7748242558889,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2015",13.8092337173807,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2016",13.3386920672743,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2017",13.4124265256303,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2018",13.7733029694287,
"DNK","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2019",14.7361820653247,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1995",7.94796320854952,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1996",8.38693197532913,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1997",11.182173641139,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1998",11.4733556130295,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1999",10.8283213372514,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2000",11.9058181578871,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2001",11.3081496057491,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2002",8.1112553356933,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2003",9.16139498723051,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2004",8.83653379703361,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2005",7.44273159822773,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2006",7.61434797702105,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2007",7.57710910847823,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2008",7.32907405975935,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2009",7.78557486872304,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2010",7.45981664930816,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2011",6.38295102853694,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2012",6.29511348954518,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2013",6.33781296112563,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2014",6.27181152577136,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2015",6.59991429551274,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2016",6.65921794448732,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2017",7.02908999742294,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2018",8.97351531768648,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2019",7.11454673912899,
"LUX","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2020",7.8237140654482,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1995",10.5557109452792,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1996",11.5400035245396,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1997",11.1800113525455,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1998",12.2307397772892,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1999",12.2482834120258,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2000",12.0404902361757,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2001",13.2855624623006,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2002",12.6595372226996,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2003",12.5877802591372,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2004",11.1139192816665,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2005",11.358163452495,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2006",11.2514550601654,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2007",10.8063298983498,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2008",10.6805180476201,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2009",11.68501978032,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2010",12.470219498169,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2011",11.9768909602874,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2012",11.8722722813032,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2013",12.4225577495055,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2014",12.2825686037061,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2015",11.8449475330995,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2016",11.8482692764863,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2017",12.3138772791768,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2018",12.2458162451243,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2019",12.0062010115357,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2020",12.4546502582851,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2021",12.2295165884422,
"BEL","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2022",11.9941306009262,"E"
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1995",6.20005155968033,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1996",6.76764725288191,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1997",6.88733999878177,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1998",6.95117333889675,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1999",7.0120544077322,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2000",6.6970926703876,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2001",6.66104367192582,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2002",6.43557033629005,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2003",6.328339535333,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2004",6.21953311658696,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2005",5.9351548648719,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2006",5.91232860351469,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2007",6.37991157606327,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2008",7.01845838041553,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2009",7.76516760737189,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2010",9.1883011312101,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2011",10.1340945798745,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2012",11.8112626807232,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2013",12.7352742044685,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2014",13.0120153665913,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2015",13.3070955378576,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2016",13.7811925137967,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2017",13.2248815296959,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2018",12.9143233217662,
"ESP","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2019",11.8808666864394,"E"
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1970",4.3605559025609,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1971",4.00890160546813,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1972",4.48444080841136,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1973",4.27024397736873,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1974",4.49468752614406,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1975",4.92533315475792,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1976",4.9284447560523,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1977",5.4994893244492,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1978",6.88093517753922,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1979",6.79385590637572,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1980",6.94688471415056,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1981",6.70141691546159,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1982",6.70315473384661,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1983",6.67318259477597,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1984",7.10503659061558,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1985",8.32871387411802,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1986",8.34620776044618,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1987",8.0359799005847,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1988",7.47645530567508,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1989",6.83315990287895,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1990",7.15174238309652,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1991",6.89350162648464,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1992",7.21401094531466,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1993",7.32236058592056,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1994",7.87210027470404,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1995",8.33704622060362,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1996",8.38608763659273,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1997",8.64258157643128,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1998",8.45016535892614,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","1999",9.61314433857446,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2000",10.1633199464525,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2001",10.5972968284052,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2002",10.4259198807675,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2003",9.93970686753485,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2004",10.2346919258098,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2005",8.16906481031518,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2006",7.52260896346598,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2007",6.81735378888172,
"NOR","GFCFASSET","OTHMACHINEQT","PC_GFCF","A","2008",8.90418742229888,
